"Tabela 3419 - Índices de volume e de receita nominal de vendas no comércio varejista ampliado, por tipos de índice e atividades (2014 = 100)"
"Variável - Índice de volume de vendas no comércio varejista ampliado (Número-índice)"
"Brasil e Unidade da Federação","Mês","Atividades x Tipos de índice"
"Brasil e Unidade da Federação","Mês","Combustíveis e lubrificantes","Hipermercados, supermercados, produtos alimentícios, bebidas e fumo","Hipermercados e supermercados","Tecidos, vestuário e calçados","Móveis e eletrodomésticos","Móveis","Eletrodomésticos","Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos","Livros, jornais, revistas e papelaria","Equipamentos e materiais para escritório, informática e comunicação","Outros artigos de uso pessoal e doméstico","Veículos, motocicletas, partes e peças","Material de construção"
"Brasil e Unidade da Federação","Mês","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)","Índice base fixa (2014=100)"
"Brasil","março 2015","96.8","97.6","97.8","80.4","87.3","87.1","87.4","105.5","89.9","114.4","99.5","88.6","98.1"
"Brasil","abril 2015","94.1","96.5","96.7","80.2","78.3","79.7","77.6","100.9","74.9","90.5","91.1","81.4","90.5"
"Brasil","maio 2015","95.0","95.6","95.6","99.9","87.6","84.4","89.0","104.3","78.6","95.4","98.6","80.9","90.0"
"Brasil","junho 2015","92.4","90.8","90.8","92.5","77.3","79.3","76.4","101.0","70.5","96.8","90.1","82.7","90.5"
"Brasil","julho 2015","95.6","94.0","93.8","90.7","79.6","80.7","79.1","104.4","74.1","86.5","92.4","87.1","95.2"
"Brasil","agosto 2015","95.4","95.3","94.9","84.2","76.9","77.8","76.5","105.3","76.6","92.2","91.9","81.4","92.0"
"Brasil","setembro 2015","93.8","92.7","92.4","75.5","75.8","72.6","77.2","101.3","67.4","91.2","87.4","78.8","90.2"
"Brasil","outubro 2015","95.0","101.6","101.3","84.3","82.9","78.4","84.9","105.6","73.0","79.7","96.8","77.8","93.0"
"Brasil","novembro 2015","89.5","95.5","95.3","89.7","93.4","84.3","97.5","102.1","77.1","101.1","103.5","78.6","89.5"
"Brasil","dezembro 2015","94.0","117.4","117.7","166.7","107.6","100.4","110.9","115.2","114.3","119.6","146.7","87.1","84.1"
"Brasil","janeiro 2016","84.8","94.2","94.4","72.6","78.8","90.4","73.5","99.7","135.5","80.9","86.0","70.3","81.7"
"Brasil","fevereiro 2016","82.9","91.3","91.6","61.2","71.5","68.8","72.7","96.1","98.1","85.8","75.4","67.6","77.3"
"Brasil","março 2016","87.1","96.4","96.8","68.1","75.2","72.6","76.4","107.8","75.4","104.5","87.6","78.7","83.7"
"Brasil","abril 2016","84.1","92.1","92.4","72.2","70.3","68.5","71.2","99.6","60.9","77.5","81.0","70.2","78.7"
"Brasil","maio 2016","84.7","90.4","90.6","86.3","74.3","74.2","74.4","101.6","59.4","81.7","83.3","70.2","80.5"
"Brasil","junho 2016","84.1","89.3","88.4","89.0","69.1","69.5","68.9","98.9","57.6","79.1","82.6","70.1","81.9"
"Brasil","julho 2016","86.1","93.0","93.2","77.9","71.1","70.4","71.3","101.0","61.5","74.9","81.8","68.6","83.2"
"Brasil","agosto 2016","86.2","93.2","93.3","75.4","69.7","66.5","71.3","101.4","65.0","84.0","82.0","70.8","85.7"
"Brasil","setembro 2016","85.6","90.5","90.2","67.8","65.7","63.2","66.7","98.2","55.3","80.2","79.6","67.6","80.6"
"Brasil","outubro 2016","85.4","95.1","94.8","74.0","71.7","66.4","74.0","99.1","60.4","74.4","89.4","67.2","80.5"
"Brasil","novembro 2016","82.5","93.9","93.7","80.9","86.0","77.4","89.9","98.4","68.2","92.1","103.1","71.3","85.7"
"Brasil","dezembro 2016","88.9","114.0","114.0","152.0","98.1","92.3","100.7","108.8","100.0","118.2","139.7","75.4","82.7"
"Brasil","janeiro 2017","79.8","94.5","95.2","72.0","81.9","74.5","81.7","97.6","122.5","75.5","83.3","67.8","85.5"
"Brasil","fevereiro 2017","75.8","90.7","91.4","63.4","67.2","60.5","69.0","91.2","91.2","73.8","69.6","57.4","75.8"
"Brasil","março 2017","85.1","89.7","89.1","76.0","83.1","73.8","85.9","106.0","79.3","91.6","83.0","74.8","91.7"
"Brasil","abril 2017","80.6","94.9","95.7","80.1","70.2","65.1","71.2","96.7","58.9","80.9","83.8","61.7","77.7"
"Brasil","maio 2017","84.4","90.4","90.7","90.7","84.7","75.7","87.2","105.2","58.9","92.2","85.8","74.1","88.1"
"Brasil","junho 2017","84.2","90.0","90.2","92.7","77.5","69.3","80.7","101.6","58.0","83.1","86.2","72.8","87.3"
"Brasil","julho 2017","85.3","93.3","93.3","89.6","80.2","74.7","82.1","103.2","61.6","83.4","85.2","72.9","92.4"
"Brasil","agosto 2017","83.7","94.8","94.6","82.4","81.3","74.1","84.1","105.8","62.2","81.7","87.2","80.8","96.8"
"Brasil","setembro 2017","82.1","95.7","95.6","76.3","76.6","69.9","79.0","105.1","51.7","77.8","88.1","74.8","93.1"
"Brasil","outubro 2017","84.6","96.5","96.9","77.6","78.9","71.8","81.5","105.3","58.7","78.3","92.3","76.4","95.4"
"Brasil","novembro 2017","80.5","99.2","100.0","88.1","99.4","86.1","104.8","106.2","66.7","85.7","111.2","77.6","98.2"
"Brasil","dezembro 2017","82.6","120.9","122.5","162.5","106.3","97.4","109.5","116.5","90.7","97.0","138.8","80.2","90.0"
"Brasil","janeiro 2018","76.5","97.4","98.3","72.4","86.1","74.5","90.8","102.9","113.7","79.0","91.6","80.0","91.8"
"Brasil","fevereiro 2018","70.9","92.5","93.1","60.7","69.7","62.0","72.8","95.2","85.8","79.1","75.4","68.9","80.2"
"Brasil","março 2018","81.0","103.5","103.9","75.7","80.5","69.3","85.1","111.3","69.3","85.5","94.5","86.7","90.4"
"Brasil","abril 2018","79.7","94.9","95.5","74.6","74.1","65.1","77.5","106.6","56.7","84.8","83.7","84.1","89.8"
"Brasil","maio 2018","77.8","97.6","98.3","87.7","78.9","65.7","84.5","109.9","50.9","85.4","91.8","75.6","86.5"
"Brasil","junho 2018","74.4","93.7","94.0","90.1","78.1","69.6","81.4","106.3","51.3","82.0","93.5","80.3","92.2"
"Brasil","julho 2018","77.8","94.6","94.7","82.5","74.6","69.7","76.1","108.9","55.2","80.0","89.2","84.9","94.3"
"Brasil","agosto 2018","82.1","100.0","100.4","85.1","78.8","71.3","81.5","113.5","53.1","85.4","95.4","93.6","102.5"
"Brasil","setembro 2018","78.4","96.1","96.4","77.5","74.9","67.9","77.5","107.0","43.1","78.4","91.6","83.1","91.6"
"Brasil","outubro 2018","80.2","98.4","98.8","81.0","77.4","71.4","79.7","112.4","45.0","80.8","99.5","91.8","101.7"
"Brasil","novembro 2018","78.2","102.3","103.6","93.0","101.0","85.2","107.6","114.3","45.1","88.6","130.0","87.5","99.5"
"Brasil","dezembro 2018","82.7","122.7","124.8","160.9","100.6","91.5","104.4","124.9","68.1","93.9","141.8","86.0","89.5"
"Brasil","janeiro 2019","77.5","99.6","101.0","71.4","83.7","73.8","87.8","110.4","81.1","80.3","97.2","87.1","93.9"
"Brasil","fevereiro 2019","73.5","93.7","94.8","67.2","71.6","65.9","73.8","104.8","64.9","86.7","83.5","82.5","87.9"
"Brasil","março 2019","77.5","97.5","98.4","72.1","76.6","66.7","80.5","115.4","43.8","86.0","91.7","85.5","90.1"
"Brasil","abril 2019","77.4","96.4","97.5","72.2","74.1","68.2","76.2","110.7","42.0","81.1","95.0","89.9","93.5"
"Brasil","maio 2019","79.1","96.5","97.4","86.6","83.5","76.1","86.1","118.6","42.5","86.6","93.9","94.5","96.7"
"Brasil","junho 2019","77.7","94.4","94.8","88.7","72.9","69.0","74.1","111.5","37.9","74.8","92.7","88.3","89.2"
"Brasil","julho 2019","81.8","96.2","96.6","87.8","80.1","76.5","81.0","118.1","45.2","79.1","96.4","99.9","102.0"
"Brasil","agosto 2019","79.8","102.5","103.3","82.3","77.8","73.5","78.7","119.3","44.1","82.4","99.9","96.2","101.0"
"Brasil","setembro 2019","78.0","96.3","96.8","76.3","81.0","73.6","83.8","114.2","36.5","77.6","99.4","91.8","96.9"
"Brasil","outubro 2019","82.5","101.1","101.5","82.9","83.7","73.9","87.3","120.4","39.1","85.4","107.8","100.2","108.4"
"Brasil","novembro 2019","79.0","105.1","106.2","94.5","105.8","91.6","112.0","125.3","38.6","95.5","131.9","92.9","103.9"
"Brasil","dezembro 2019","82.0","119.0","120.9","160.7","119.4","104.5","125.9","133.7","69.4","95.4","160.4","94.4","93.8"
"Brasil","janeiro 2020","77.1","96.9","98.1","73.3","93.0","81.1","98.2","118.2","84.1","74.9","104.6","95.7","96.0"
"Brasil","fevereiro 2020","73.7","97.5","98.7","67.7","80.0","70.9","82.7","113.0","60.0","75.5","90.8","82.4","86.2"
"Brasil","março 2020","69.8","108.2","110.2","43.5","67.2","59.5","70.5","129.3","29.1","66.1","75.2","67.4","83.3"
"Brasil","abril 2020","57.8","100.9","103.2","13.9","47.7","40.5","50.9","99.9","12.5","44.1","52.1","37.7","73.8"
"Brasil","maio 2020","62.1","105.5","108.1","32.3","76.8","65.1","81.9","115.5","14.0","54.2","76.0","53.5","91.7"
"Brasil","junho 2020","65.1","100.5","102.6","50.0","91.2","83.7","93.9","119.5","22.7","67.0","96.4","71.4","109.3"
"Brasil","julho 2020","73.1","105.6","107.9","60.5","101.3","98.7","101.7","134.0","33.9","74.6","105.0","83.6","125.2"
"Brasil","agosto 2020","72.6","105.5","107.8","77.2","106.0","102.8","106.8","130.0","25.0","72.6","118.7","86.2","125.3"
"Brasil","setembro 2020","73.8","100.5","102.2","71.0","104.3","97.6","105.2","130.0","23.1","72.1","117.9","90.3","127.3"
"Brasil","outubro 2020","78.4","108.5","110.7","81.0","102.0","96.7","103.8","137.2","25.6","76.6","127.6","94.4","131.1"
"Brasil","novembro 2020","73.8","103.2","105.7","91.2","124.8","111.3","130.2","140.1","32.6","85.3","153.3","93.7","121.5"
"Brasil","dezembro 2020","76.7","123.1","126.5","146.1","122.5","114.1","125.8","152.6","43.4","84.2","162.9","96.6","111.8"
"Brasil","janeiro 2021","71.1","98.1","100.5","57.7","88.2","79.6","91.5","133.4","39.4","64.8","114.9","80.9","106.7"
"Brasil","fevereiro 2021","65.9","93.0","95.3","55.0","80.5","72.8","83.7","123.0","35.4","67.8","92.6","79.4","101.8"
"Brasil","março 2021","68.8","104.0","106.5","37.1","75.1","69.9","76.7","144.5","23.4","65.8","97.8","85.6","111.1"
"Brasil","abril 2021","69.0","99.1","101.5","55.7","81.6","76.6","83.3","133.9","24.5","64.7","106.6","87.3","106.5"
"Brasil","maio 2021","74.2","101.0","103.4","85.7","94.2","87.7","96.5","138.0","22.3","71.9","121.3","92.2","115.3"
"Brasil","junho 2021","72.8","97.4","99.5","80.7","86.3","84.3","86.6","135.3","26.6","69.5","118.3","94.9","115.2"
"Brasil","julho 2021","77.9","103.8","106.1","85.9","89.1","92.5","86.7","140.5","26.0","70.8","143.7","98.6","119.3"
"Brasil","agosto 2021","72.9","100.6","102.7","78.1","85.0","88.7","82.5","138.6","25.4","66.0","116.9","100.2","116.7"
"Ceará","janeiro 2000","62.0","45.8","44.8","36.3","14.8","-","-","-","-","-","-","27.1","-"
"Ceará","fevereiro 2000","62.2","43.6","42.3","37.9","13.9","-","-","-","-","-","-","28.8","-"
"Ceará","março 2000","60.2","46.8","45.6","36.6","12.6","-","-","-","-","-","-","27.2","-"
"Ceará","abril 2000","60.4","48.6","47.5","40.4","14.1","-","-","-","-","-","-","27.1","-"
"Ceará","maio 2000","61.9","46.1","44.8","48.5","19.0","-","-","-","-","-","-","30.7","-"
"Ceará","junho 2000","62.3","46.3","45.1","47.0","15.8","-","-","-","-","-","-","29.8","-"
"Ceará","julho 2000","64.4","49.5","48.4","52.7","18.1","-","-","-","-","-","-","30.8","-"
"Ceará","agosto 2000","60.3","53.8","53.3","50.8","18.8","-","-","-","-","-","-","32.2","-"
"Ceará","setembro 2000","63.6","50.3","49.2","47.1","14.7","-","-","-","-","-","-","28.1","-"
"Ceará","outubro 2000","60.9","51.2","50.2","49.7","14.9","-","-","-","-","-","-","31.6","-"
"Ceará","novembro 2000","58.5","52.6","51.5","58.3","15.5","-","-","-","-","-","-","30.8","-"
"Ceará","dezembro 2000","63.0","68.4","67.7","119.3","22.9","-","-","-","-","-","-","30.9","-"
"Ceará","janeiro 2001","59.0","51.2","50.1","39.0","14.7","-","-","-","-","-","-","30.1","-"
"Ceará","fevereiro 2001","52.5","46.9","46.2","36.5","10.9","-","-","-","-","-","-","27.2","-"
"Ceará","março 2001","56.1","53.5","52.8","39.0","14.1","-","-","-","-","-","-","34.6","-"
"Ceará","abril 2001","52.0","51.0","50.0","38.5","12.8","-","-","-","-","-","-","28.9","-"
"Ceará","maio 2001","58.1","50.5","49.4","47.5","18.0","-","-","-","-","-","-","31.1","-"
"Ceará","junho 2001","54.3","49.2","48.7","50.1","12.8","-","-","-","-","-","-","28.3","-"
"Ceará","julho 2001","56.8","50.9","50.0","53.4","14.6","-","-","-","-","-","-","30.1","-"
"Ceará","agosto 2001","57.6","49.7","48.5","52.6","15.1","-","-","-","-","-","-","28.4","-"
"Ceará","setembro 2001","55.6","47.5","46.6","46.1","13.5","-","-","-","-","-","-","24.4","-"
"Ceará","outubro 2001","58.0","49.4","48.2","49.2","15.7","-","-","-","-","-","-","26.6","-"
"Ceará","novembro 2001","56.7","50.1","49.2","54.1","14.4","-","-","-","-","-","-","23.8","-"
"Ceará","dezembro 2001","56.9","63.0","61.9","107.4","24.1","-","-","-","-","-","-","25.1","-"
"Ceará","janeiro 2002","56.9","48.9","48.1","42.2","17.2","-","-","-","-","-","-","25.5","-"
"Ceará","fevereiro 2002","53.1","45.5","44.8","35.7","13.1","-","-","-","-","-","-","25.6","-"
"Ceará","março 2002","54.5","50.9","50.2","38.4","16.0","-","-","-","-","-","-","25.9","-"
"Ceará","abril 2002","55.1","46.2","45.0","41.6","16.7","-","-","-","-","-","-","24.2","-"
"Ceará","maio 2002","56.9","49.7","48.8","51.6","22.3","-","-","-","-","-","-","22.0","-"
"Ceará","junho 2002","54.5","47.1","45.8","47.7","16.8","-","-","-","-","-","-","19.3","-"
"Ceará","julho 2002","62.8","50.1","49.1","58.4","19.7","-","-","-","-","-","-","27.7","-"
"Ceará","agosto 2002","56.5","50.7","50.0","53.1","19.8","-","-","-","-","-","-","26.1","-"
"Ceará","setembro 2002","57.1","45.6","44.9","47.1","17.6","-","-","-","-","-","-","26.0","-"
"Ceará","outubro 2002","60.3","47.3","46.5","48.9","20.3","-","-","-","-","-","-","27.2","-"
"Ceará","novembro 2002","54.6","46.4","45.9","59.3","19.6","-","-","-","-","-","-","22.8","-"
"Ceará","dezembro 2002","58.1","56.0","55.3","111.7","27.5","-","-","-","-","-","-","24.9","-"
"Ceará","janeiro 2003","52.2","43.4","42.6","43.9","18.1","-","-","-","-","-","-","24.6","-"
"Ceará","fevereiro 2003","46.8","41.6","41.0","39.1","14.4","-","-","-","-","-","-","24.5","-"
"Ceará","março 2003","45.1","42.5","42.2","34.9","14.7","-","-","-","-","-","-","24.2","-"
"Ceará","abril 2003","46.4","42.1","41.7","42.8","15.7","-","-","-","-","-","-","25.2","-"
"Ceará","maio 2003","49.2","42.7","42.0","46.1","19.7","-","-","-","-","-","-","25.5","-"
"Ceará","junho 2003","50.4","39.5","39.0","50.2","16.6","-","-","-","-","-","-","26.5","-"
"Ceará","julho 2003","51.8","42.1","41.6","56.0","20.3","-","-","-","-","-","-","28.4","-"
"Ceará","agosto 2003","52.9","44.4","43.9","55.5","18.8","-","-","-","-","-","-","26.7","-"
"Ceará","setembro 2003","52.0","41.5","40.9","47.5","16.1","-","-","-","-","-","-","28.8","-"
"Ceará","outubro 2003","55.7","44.1","43.5","52.6","19.8","-","-","-","-","-","-","28.4","-"
"Ceará","novembro 2003","53.5","44.3","44.0","57.7","19.6","-","-","-","-","-","-","26.0","-"
"Ceará","dezembro 2003","57.9","56.3","55.5","111.1","31.2","-","-","-","-","-","-","33.4","-"
"Ceará","janeiro 2004","49.8","44.2","43.7","44.6","20.3","-","-","36.8","158.6","5.9","34.3","28.7","41.2"
"Ceará","fevereiro 2004","45.5","43.8","43.4","39.8","16.1","-","-","36.7","75.9","5.0","27.5","26.4","31.8"
"Ceará","março 2004","49.0","46.2","45.7","40.1","18.8","-","-","40.6","51.5","6.4","32.6","32.4","39.0"
"Ceará","abril 2004","50.0","46.9","46.4","42.0","20.0","-","-","37.5","36.6","6.4","33.6","28.8","36.5"
"Ceará","maio 2004","49.4","47.4","47.0","51.2","23.4","-","-","39.7","33.5","5.8","34.4","30.7","37.7"
"Ceará","junho 2004","48.7","45.0","44.6","52.7","20.7","-","-","38.1","34.4","7.1","33.8","31.3","39.5"
"Ceará","julho 2004","53.7","49.0","48.7","56.6","25.5","-","-","40.6","37.2","6.3","36.7","34.1","42.0"
"Ceará","agosto 2004","51.4","48.7","48.7","51.2","22.6","-","-","36.9","44.0","7.7","37.8","31.7","41.0"
"Ceará","setembro 2004","50.8","45.6","45.5","45.7","20.5","-","-","36.4","32.3","8.0","41.2","31.6","44.4"
"Ceará","outubro 2004","52.0","49.8","49.7","48.5","24.2","-","-","37.1","28.0","8.2","43.9","31.5","43.7"
"Ceará","novembro 2004","49.6","48.7","48.3","59.4","25.6","-","-","36.3","33.8","8.5","40.4","30.1","49.8"
"Ceará","dezembro 2004","53.4","66.5","66.5","129.9","39.1","-","-","43.9","74.6","9.8","73.7","34.7","48.8"
"Ceará","janeiro 2005","50.0","44.6","44.3","51.2","28.3","-","-","35.9","190.7","10.6","39.4","29.4","48.3"
"Ceará","fevereiro 2005","49.6","45.2","43.3","42.1","21.3","-","-","35.8","102.0","11.2","34.7","25.4","37.2"
"Ceará","março 2005","51.0","50.9","48.9","41.6","25.2","-","-","40.3","52.8","14.5","43.4","31.0","43.7"
"Ceará","abril 2005","49.8","51.6","49.8","48.1","27.2","-","-","40.5","45.4","15.3","39.9","32.0","38.8"
"Ceará","maio 2005","52.3","52.7","50.4","58.8","32.3","-","-","40.5","41.2","14.6","43.8","34.0","40.8"
"Ceará","junho 2005","53.0","56.6","54.4","59.9","27.7","-","-","40.6","35.9","18.8","43.1","34.8","43.6"
"Ceará","julho 2005","57.5","59.6","57.7","62.3","29.4","-","-","41.7","44.2","21.1","44.7","39.9","46.4"
"Ceará","agosto 2005","59.0","60.1","58.0","63.3","30.3","-","-","42.3","45.4","22.3","44.6","36.8","49.5"
"Ceará","setembro 2005","55.2","57.3","55.2","55.0","30.4","-","-","40.1","35.4","24.0","40.2","36.5","48.9"
"Ceará","outubro 2005","56.2","58.8","56.7","56.7","31.4","-","-","39.8","34.3","25.9","47.3","33.8","50.7"
"Ceará","novembro 2005","55.5","58.2","56.2","65.6","34.0","-","-","40.2","35.2","29.4","47.0","37.8","49.4"
"Ceará","dezembro 2005","62.4","73.7","71.5","137.5","44.2","-","-","46.3","74.0","36.5","77.7","41.8","50.2"
"Ceará","janeiro 2006","56.5","58.7","56.7","47.8","33.7","-","-","39.4","155.5","30.8","46.9","37.2","47.8"
"Ceará","fevereiro 2006","38.7","51.8","50.2","46.0","30.2","-","-","38.1","103.6","29.4","32.8","34.8","40.9"
"Ceará","março 2006","40.6","55.3","53.6","47.1","33.4","-","-","42.8","67.3","34.1","38.5","44.2","45.0"
"Ceará","abril 2006","38.2","57.1","55.5","49.0","29.9","-","-","41.3","39.6","28.8","42.8","36.4","41.6"
"Ceará","maio 2006","41.3","56.7","55.6","62.9","42.4","-","-","46.5","41.3","35.7","48.2","48.2","47.1"
"Ceará","junho 2006","39.6","57.9","57.3","60.4","36.9","-","-","43.5","38.3","33.2","45.8","43.0","45.0"
"Ceará","julho 2006","42.9","58.7","58.0","65.5","36.1","-","-","46.4","40.3","35.1","49.8","48.7","50.2"
"Ceará","agosto 2006","44.9","61.8","61.3","65.9","37.9","-","-","47.8","43.1","36.6","49.6","51.5","52.9"
"Ceará","setembro 2006","46.9","61.5","61.1","62.7","36.6","-","-","47.4","38.9","30.8","49.5","48.7","54.4"
"Ceará","outubro 2006","47.5","61.6","61.0","65.3","41.6","-","-","47.9","35.9","29.7","62.6","50.9","56.9"
"Ceará","novembro 2006","47.4","60.9","60.4","78.6","45.9","-","-","47.8","40.9","35.5","62.0","52.7","58.7"
"Ceará","dezembro 2006","49.8","76.5","75.8","154.0","57.5","-","-","54.0","81.9","45.4","98.1","48.8","57.7"
"Ceará","janeiro 2007","48.1","63.0","62.3","59.5","43.7","-","-","45.7","198.1","41.7","55.2","51.3","57.4"
"Ceará","fevereiro 2007","41.3","60.2","59.9","48.6","38.2","-","-","42.1","84.2","35.0","42.0","39.2","46.8"
"Ceará","março 2007","45.6","64.0","63.7","56.1","38.0","-","-","49.0","56.7","49.9","55.2","55.0","54.5"
"Ceará","abril 2007","44.0","63.7","63.5","53.4","34.5","-","-","46.5","37.5","49.7","52.8","50.3","53.0"
"Ceará","maio 2007","48.7","59.7","59.3","75.5","45.9","-","-","50.1","38.7","58.8","59.3","56.7","60.5"
"Ceará","junho 2007","50.2","58.3","57.9","72.5","41.1","-","-","49.3","38.3","60.2","52.4","53.7","58.7"
"Ceará","julho 2007","52.0","59.8","59.2","73.0","41.9","-","-","49.8","43.6","62.9","57.7","55.4","64.2"
"Ceará","agosto 2007","52.6","59.8","59.4","74.7","45.6","-","-","51.4","42.1","73.6","59.3","59.9","67.6"
"Ceará","setembro 2007","51.3","57.3","56.7","67.3","44.6","-","-","48.1","38.0","62.9","56.5","54.1","75.2"
"Ceará","outubro 2007","55.5","60.5","59.9","74.4","49.7","-","-","50.7","40.5","70.9","68.4","60.5","64.1"
"Ceará","novembro 2007","55.2","59.6","59.1","84.8","47.8","-","-","49.0","40.1","69.2","66.1","63.0","65.5"
"Ceará","dezembro 2007","57.6","75.1","74.7","157.9","60.5","-","-","55.9","84.3","84.1","110.0","62.2","71.3"
"Ceará","janeiro 2008","53.2","60.9","60.5","66.6","51.7","-","-","50.0","248.6","70.6","64.6","62.5","65.3"
"Ceará","fevereiro 2008","49.1","56.0","55.5","47.9","39.5","-","-","48.0","103.5","67.4","51.4","55.1","54.9"
"Ceará","março 2008","51.2","61.7","61.2","58.4","40.6","-","-","49.5","58.5","64.8","67.2","57.7","62.9"
"Ceará","abril 2008","52.5","60.4","60.0","62.2","43.0","-","-","50.3","48.7","87.0","59.9","67.2","67.8"
"Ceará","maio 2008","56.9","62.1","61.8","75.6","52.1","-","-","53.2","49.6","93.9","71.2","66.0","67.0"
"Ceará","junho 2008","59.3","58.2","57.8","74.0","46.0","-","-","50.0","37.6","81.4","62.2","65.0","74.4"
"Ceará","julho 2008","60.6","62.8","62.5","81.3","47.2","-","-","53.2","45.0","88.7","69.8","74.8","90.9"
"Ceará","agosto 2008","61.6","63.1","62.8","77.6","50.9","-","-","52.7","47.6","93.4","67.3","68.3","86.0"
"Ceará","setembro 2008","63.0","60.2","59.7","72.9","52.4","-","-","52.6","42.7","88.9","63.9","82.3","87.1"
"Ceará","outubro 2008","68.1","63.3","62.9","75.1","48.7","-","-","51.1","39.2","88.4","73.7","68.3","65.0"
"Ceará","novembro 2008","65.2","64.8","64.4","81.8","49.6","-","-","51.7","41.6","82.4","69.8","53.4","64.2"
"Ceará","dezembro 2008","68.5","80.3","79.9","160.9","64.6","-","-","60.0","86.3","98.0","110.3","62.2","65.2"
"Ceará","janeiro 2009","63.8","66.2","65.8","63.7","48.9","-","-","50.1","252.3","75.4","73.6","62.4","62.6"
"Ceará","fevereiro 2009","55.5","63.2","62.9","51.7","40.6","-","-","47.5","98.3","65.8","62.1","59.3","58.8"
"Ceará","março 2009","60.7","66.2","65.5","57.3","46.4","-","-","55.7","64.0","89.1","72.1","69.5","65.9"
"Ceará","abril 2009","63.1","69.1","68.4","61.4","43.3","-","-","52.2","41.8","84.2","68.3","63.3","63.8"
"Ceará","maio 2009","67.6","70.6","69.7","72.3","62.0","-","-","55.8","35.2","92.7","77.4","69.9","57.3"
"Ceará","junho 2009","66.0","67.7","67.4","72.3","53.7","-","-","52.7","32.6","89.1","64.9","90.2","60.0"
"Ceará","julho 2009","64.6","70.1","69.7","78.9","56.0","-","-","56.2","50.7","110.3","76.1","78.3","66.6"
"Ceará","agosto 2009","67.2","71.9","71.6","75.3","54.1","-","-","55.1","65.1","91.0","71.4","78.6","81.3"
"Ceará","setembro 2009","67.1","69.8","69.5","68.4","54.3","-","-","52.7","52.9","93.2","65.9","94.6","82.4"
"Ceará","outubro 2009","70.5","77.9","77.6","78.5","56.6","-","-","54.8","57.0","94.9","83.0","79.3","72.4"
"Ceará","novembro 2009","63.2","73.7","73.4","82.8","54.2","-","-","54.1","49.0","90.9","76.7","72.1","66.5"
"Ceará","dezembro 2009","70.5","96.6","96.5","168.5","73.6","-","-","63.6","115.8","110.8","128.3","80.1","74.3"
"Ceará","janeiro 2010","65.7","79.2","79.0","67.0","59.6","-","-","52.7","210.2","95.3","75.5","75.4","76.8"
"Ceará","fevereiro 2010","60.6","76.5","76.3","57.3","53.9","-","-","51.8","118.4","85.1","61.0","71.9","69.4"
"Ceará","março 2010","70.9","84.0","83.8","64.4","57.1","-","-","60.8","84.7","104.6","81.5","110.4","77.5"
"Ceará","abril 2010","65.5","81.8","81.6","66.0","56.6","-","-","55.7","59.9","106.3","76.6","78.2","68.9"
"Ceará","maio 2010","63.6","80.4","80.2","77.3","68.9","-","-","59.9","60.2","118.5","82.3","86.0","69.7"
"Ceará","junho 2010","63.6","80.8","80.5","74.3","59.6","-","-","58.4","69.1","109.6","73.1","84.4","66.5"
"Ceará","julho 2010","68.3","85.0","84.9","88.7","59.4","-","-","60.6","86.7","105.4","89.6","92.8","74.5"
"Ceará","agosto 2010","69.7","86.0","85.8","82.7","62.5","-","-","61.7","88.9","101.1","84.4","100.8","92.6"
"Ceará","setembro 2010","69.7","83.3","83.2","76.0","61.0","-","-","63.1","88.2","99.5","78.9","95.6","89.8"
"Ceará","outubro 2010","69.7","86.7","86.5","82.0","63.1","-","-","63.9","75.3","99.6","93.1","97.8","70.3"
"Ceará","novembro 2010","69.1","88.8","88.7","91.2","66.9","-","-","67.1","78.0","90.3","83.1","102.5","71.8"
"Ceará","dezembro 2010","71.2","112.1","112.4","169.5","84.7","-","-","77.2","170.4","129.1","137.8","113.8","81.5"
"Ceará","janeiro 2011","64.5","89.6","89.5","67.2","68.5","73.1","65.9","66.5","341.6","106.4","80.9","88.5","73.0"
"Ceará","fevereiro 2011","59.7","83.6","83.6","62.1","62.8","67.3","61.1","62.5","166.0","106.8","70.8","102.0","74.1"
"Ceará","março 2011","62.1","91.8","91.8","60.7","75.2","58.8","81.0","67.8","98.1","123.0","71.6","95.8","70.4"
"Ceará","abril 2011","59.3","93.2","93.3","64.8","60.4","53.3","66.6","66.9","83.0","117.3","82.6","94.4","68.0"
"Ceará","maio 2011","64.0","87.8","87.6","74.0","73.4","68.6","77.0","71.2","78.3","136.2","82.7","105.9","76.9"
"Ceará","junho 2011","63.2","87.8","87.6","75.0","68.0","56.1","70.9","74.2","73.1","130.5","77.2","100.5","74.8"
"Ceará","julho 2011","68.0","91.9","91.7","82.4","73.4","61.8","78.0","75.1","79.7","121.7","87.1","103.7","76.8"
"Ceará","agosto 2011","69.9","93.9","93.6","75.5","70.8","57.0","84.4","76.2","85.1","140.9","80.4","108.3","96.5"
"Ceará","setembro 2011","68.7","87.1","86.9","67.4","75.7","56.0","83.0","72.2","75.0","135.1","78.0","108.9","95.1"
